X,Y
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.46632537
17,0.46632537
18,0.46632537
19,0.46632537
20,0.46632537
21,0.46632537
22,0.46632537
23,0.46632537
24,0.46632537
25,0.46632537
26,0.46632537
27,0.46632537
28,0.46632537
29,0.46632537
30,0.46632537
31,0.46632537
32,0.6478075
33,0.6478075
34,0.6478075
35,0.6478075
36,0.6478075
37,0.6478075
38,0.6478075
39,0.6478075
40,0.6478075
41,0.6478075
42,0.6478075
43,0.6478075
44,0.6478075
45,0.6478075
46,0.6478075
47,0.6478075
48,0.5221057
49,0.5221057
50,0.5221057
51,0.5221057
52,0.5221057
53,0.5221057
54,0.5221057
55,0.5221057
56,0.5221057
57,0.5221057
58,0.5221057
59,0.5221057
60,0.5221057
61,0.5221057
62,0.5221057
63,0.5221057
64,0.42634457
65,0.42634457
66,0.42634457
67,0.42634457
68,0.42634457
69,0.42634457
70,0.42634457
71,0.42634457
72,0.42634457
73,0.42634457
74,0.42634457
75,0.42634457
76,0.42634457
77,0.42634457
78,0.42634457
79,0.42634457
80,0.3344785
81,0.3344785
82,0.3344785
83,0.3344785
84,0.3344785
85,0.3344785
86,0.3344785
87,0.3344785
88,0.3344785
89,0.3344785
90,0.3344785
91,0.3344785
92,0.3344785
93,0.3344785
94,0.3344785
95,0.3344785
96,0.29237476
97,0.29237476
98,0.29237476
99,0.29237476
100,0.29237476
101,0.29237476
102,0.29237476
103,0.29237476
104,0.29237476
105,0.29237476
106,0.29237476
107,0.29237476
108,0.29237476
109,0.29237476
110,0.29237476
111,0.29237476
112,0.24094403
113,0.24094403
114,0.24094403
115,0.24094403
116,0.24094403
117,0.24094403
118,0.24094403
119,0.24094403
120,0.24094403
121,0.24094403
122,0.24094403
123,0.24094403
124,0.24094403
125,0.24094403
126,0.24094403
127,0.24094403
128,0.13248038
129,0.13248038
130,0.13248038
131,0.13248038
132,0.13248038
133,0.13248038
134,0.13248038
135,0.13248038
136,0.13248038
137,0.13248038
138,0.13248038
139,0.13248038
140,0.13248038
141,0.13248038
142,0.13248038
143,0.13248038
144,0.11023943
145,0.11023943
146,0.11023943
147,0.11023943
148,0.11023943
149,0.11023943
150,0.11023943
151,0.11023943
152,0.11023943
153,0.11023943
154,0.11023943
155,0.11023943
156,0.11023943
157,0.11023943
158,0.11023943
159,0.11023943
160,0.1127815
161,0.1127815
162,0.1127815
163,0.1127815
164,0.1127815
165,0.1127815
166,0.1127815
167,0.1127815
168,0.1127815
169,0.1127815
170,0.1127815
171,0.1127815
172,0.1127815
173,0.1127815
174,0.1127815
175,0.1127815
176,0.13843244
177,0.13843244
178,0.13843244
179,0.13843244
180,0.13843244
181,0.13843244
182,0.13843244
183,0.13843244
184,0.13843244
185,0.13843244
186,0.13843244
187,0.13843244
188,0.13843244
189,0.13843244
190,0.13843244
191,0.13843244
192,0.22176196
193,0.22176196
194,0.22176196
195,0.22176196
196,0.22176196
197,0.22176196
198,0.22176196
199,0.22176196
200,0.22176196
201,0.22176196
202,0.22176196
203,0.22176196
204,0.22176196
205,0.22176196
206,0.22176196
207,0.22176196
208,0.3305194
209,0.3305194
210,0.3305194
211,0.3305194
212,0.3305194
213,0.3305194
214,0.3305194
215,0.3305194
216,0.3305194
217,0.3305194
218,0.3305194
219,0.3305194
220,0.3305194
221,0.3305194
222,0.3305194
223,0.3305194
224,0.49393582
225,0.49393582
226,0.49393582
227,0.49393582
228,0.49393582
229,0.49393582
230,0.49393582
231,0.49393582
232,0.49393582
233,0.49393582
234,0.49393582
235,0.49393582
236,0.49393582
237,0.49393582
238,0.49393582
239,0.49393582
240,0.65903115
241,0.65903115
242,0.65903115
243,0.65903115
244,0.65903115
245,0.65903115
246,0.65903115
247,0.65903115
248,0.65903115
249,0.65903115
250,0.65903115
251,0.65903115
252,0.65903115
253,0.65903115
254,0.65903115
255,0.65903115
256,0.7488429
257,0.7488429
258,0.7488429
259,0.7488429
260,0.7488429
261,0.7488429
262,0.7488429
263,0.7488429
264,0.7488429
265,0.7488429
266,0.7488429
267,0.7488429
268,0.7488429
269,0.7488429
270,0.7488429
271,0.7488429
272,0.69005376
273,0.69005376
274,0.69005376
275,0.69005376
276,0.69005376
277,0.69005376
278,0.69005376
279,0.69005376
280,0.69005376
281,0.69005376
282,0.69005376
283,0.69005376
284,0.69005376
285,0.69005376
286,0.69005376
287,0.69005376
288,0.61166984
289,0.61166984
290,0.61166984
291,0.61166984
292,0.61166984
293,0.61166984
294,0.61166984
295,0.61166984
296,0.61166984
297,0.61166984
298,0.61166984
299,0.61166984
300,0.61166984
301,0.61166984
302,0.61166984
303,0.61166984
304,0.57764244
305,0.57764244
306,0.57764244
307,0.57764244
308,0.57764244
309,0.57764244
310,0.57764244
311,0.57764244
312,0.57764244
313,0.57764244
314,0.57764244
315,0.57764244
316,0.57764244
317,0.57764244
318,0.57764244
319,0.57764244
320,0.583574
321,0.583574
322,0.583574
323,0.583574
324,0.583574
325,0.583574
326,0.583574
327,0.583574
328,0.583574
329,0.583574
330,0.583574
331,0.583574
332,0.583574
333,0.583574
334,0.583574
335,0.583574
336,0.6008245
337,0.6008245
338,0.6008245
339,0.6008245
340,0.6008245
341,0.6008245
342,0.6008245
343,0.6008245
344,0.6008245
345,0.6008245
346,0.6008245
347,0.6008245
348,0.6008245
349,0.6008245
350,0.6008245
351,0.6008245
352,0.6234729
353,0.6234729
354,0.6234729
355,0.6234729
356,0.6234729
357,0.6234729
358,0.6234729
359,0.6234729
360,0.6234729
361,0.6234729
362,0.6234729
363,0.6234729
364,0.6234729
365,0.6234729
366,0.6234729
367,0.6234729
368,0.6420276
369,0.6420276
370,0.6420276
371,0.6420276
372,0.6420276
373,0.6420276
374,0.6420276
375,0.6420276
376,0.6420276
377,0.6420276
378,0.6420276
379,0.6420276
380,0.6420276
381,0.6420276
382,0.6420276
383,0.6420276
384,0.68511033
385,0.68511033
386,0.68511033
387,0.68511033
388,0.68511033
389,0.68511033
390,0.68511033
391,0.68511033
392,0.68511033
393,0.68511033
394,0.68511033
395,0.68511033
396,0.68511033
397,0.68511033
398,0.68511033
399,0.68511033
400,0.7073126
401,0.7073126
402,0.7073126
403,0.7073126
404,0.7073126
405,0.7073126
406,0.7073126
407,0.7073126
408,0.7073126
409,0.7073126
410,0.7073126
411,0.7073126
412,0.7073126
413,0.7073126
414,0.7073126
415,0.7073126
416,0.6706237
417,0.6706237
418,0.6706237
419,0.6706237
420,0.6706237
421,0.6706237
422,0.6706237
423,0.6706237
424,0.6706237
425,0.6706237
426,0.6706237
427,0.6706237
428,0.6706237
429,0.6706237
430,0.6706237
431,0.6706237
432,0.64055663
433,0.64055663
434,0.64055663
